ID,질문,대답,
493,공업수학2에 대해 알려주면 감사하겠습니다,"기초선택(전공)
공학의 실용적인 문제와 관련하여 시스템의 모델링, 동적거동을 해석하는데 필요한 수학을 학습한다.",0.951702424
494,전자회로실험은 뭘 배우지?,"전공필수
전자회로에서 학습한 전자소자와 회로에 대한 실습을 통해 동작 원리와 특성을 이해한다. 회로 분석과 설계 능력을 배양하기 위해 계측기와 분석 S/W 사용법을 학습한다.",0.559473242
495,메카 학생 부회장 누구냐?,안태준,0.928222164
496,시스템제어공학은 뭐 가르치지?,"전공선택
근궤적해석, 주파수응답해석, 제어시스템 설계기법 및 PID 제어기 튜닝방법 등",0.748435788
497,컴퓨터응용설계2는 뭘 배워?,"전공선택
제도이론의 숙지, 투상법, 도형의 표시, 치수기입법에 대한 학습을 통해 도면화할 수 있는 능력을 확보하고, 3차원 설계 기본개념과 SolidWorks사용법의 학습을 통해 가공하지 않고 3차원 구조물을 설계할 수 있는 능력을 갖게 한다.",0.908582952
498,메카 과사 위치 좀요,공학관 B동 307호,0.255219403
499,메카 연구실 어떤게 있나요?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH",0.943384112
500,김기현 교수님 연구실 알려줘,공학관 B동 308호,0.255317628
501,제어공학에 대해 알려줘요,"전공필수
동적 시스템의 특성, 모델링 및 이를 제어하는 기법에 대하여 학습한다.",0.329518799
502,기계요소설계에 대해 알려주시오,"전공선택
자동화 기구 시스템을 설계할 때 고려해야 하는 각종 요소들의 설계방법과 선정방법 등을 학습하여 효율적인 기구를 설계할 수 있는 능력을 배양한다.",0.883473277
503,16학번 졸업기준을 알려줘,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점",0.710401121
504,메카 학생부회장 누구야?,안태준,0.886683367
505,전자회로는 뭐 가르치세요?,"전공필수
전자소자의 특성 및 응용회로들에 대해 학습한다. 반도체 원리 및 이를 이용한 기본 전자소자인 다이오드 및 트랜지스터의 구조와 동작원리에 대해 학습하고, 이러한 기본 전자소자들로 구성된 대표적인 집적회로인 연산증폭기에 대해 학습하여 전자회로의 분석 및 설계 능력을 배양한다.",0.158155112
506,16학번 졸업기준은 어떻게 되나요??,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점",0.681066022
507,17학번 졸업요건이 뭐야?,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점",0.060892545
508,디지털회로는 뭘 배우나요?,"전공필수
디지털의 수 체계 및 조합논리와 순서회로를 이해하여 디지털시스템의 동작원리의 이해 및 설계능력을 갖추도록 하고, 마이크로프로세서 및 컴퓨터시스템을 이해하기 위한 기본능력을 갖추도록 한다.",0.051827687
509,스마트팩토리HMI는 뭐 가르치나요?,"전공선택
인간과 인간 또는 인간과 로봇의 소통을 위해서는 시각 인식 기술이 필요하다. 본 과목에서는 로봇의 시각 요소인 광학의 기본 개념에 대해 이해하고, 카메라를 통하여 입력 영상에 대한 기본적인 처리 기술에 대해 익힌다. 또한 실제 산업현장에서 로봇이 외부 환경을 인식하고 상황을 판단하기 위한 센서에 대해 살펴보고자 한다.",0.324415681
510,기계요소설계에 대해 알려줘요,"전공선택
자동화 기구 시스템을 설계할 때 고려해야 하는 각종 요소들의 설계방법과 선정방법 등을 학습하여 효율적인 기구를 설계할 수 있는 능력을 배양한다.",0.607950629
511,전기회로2는 뭐 가르쳐?,"전공필수
가정 및 산업용의 실용적인 교류회로를 이해한다. 교류회로에서 사용되는 부하소자인 저항, 인덕턴스 및 커패시턴스의 특성을 이해하고 이를 이용한 회로구성 및 해석을 중점적으로 배운다. 또한 실험을 통하여 전반적인 전기회로 특성을 이해한다.",0.288145554
512,이승훈 교수님 이메일 뭐야,shlee50@kpu.ac.kr,0.264279248
513,심재홍 교수님 연구실 좀 알려줄 수 있노,공학관 B동319호,0.823632607
514,이익현 교수님 이메일 알려주오,ihlee@kpu.ac.kr,0.427907822
515,PLC제어에 대해 알려주라,"전공선택
자동화에 많이 활용되고 있는 PLC-공압 시스템 구축을 위해 공압제어기술의 개념, 공압발생장치, 작동요소, 제어요소(공압 밸브) 등의 공압시스템의 구성요소들의 종류, 작동원리, 시스템에서의 역할을 배우며, 전기 시퀀스 구성요소, 원리및 용도들을 익혀 전기-공압회로 설계법 등을 이론 및 실습을 통해 익힌다. 또한 자동화 시스템에서 제어기로 가장 많이 활용되고 있는 PLC의 구성과 원리, 선정법, PLC프로그래밍들을 이론과 실습으로 익힌다.",0.293442632
516,스마트융합기초는 뭐 가르치나요?,"전공필수
스마트 융합제품을 구성하는 컴포넌트인 MCU(아두이노, M-Bed 등), 센서, 모터 등에 대해 기본적인 이론을 학습하고, Open Source를 이용하여 하나의 제품(3D 프린터, 휴머노이드 로봇)으로 제작하는 과정을 경험하여 메카트로닉스 기반 제품 설계 및 제작의 기초 지식 및 능력을 갖추도록 한다.",0.882487607
517,19학번 전공필수과목은 뭘까?,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.890897455
518,정명진 교수님 연구실 좀 알려줘,공학관 B동406호,0.307452912
519,어떤 메카 EH이 있어?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH",0.945255216
520,메카트로닉스입문은 뭘 배울까?,"전공필수
메카트로닉스공학 입문자에게 공학에 대한 이해와 전공이수에 필요한 기초이론을 가르쳐 전공에 대한 이해도를 높인다.",0.254196505
521,김기현 교수님 연락처 내놔,031)8041-0460,0.64802318
522,핵심교양 뭘까요?,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법",0.373250387
523,20학번 전필 좀 알려주오!!!,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.233609379
524,20학번 전공필수 알려줘,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2",0.465420658
525,이원봉 교수님 이메일 알려주오,leebong@kpu.ac.kr,0.363257411
526,무슨 메카 EH이 있죠?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH",0.129908386
527,이익현 교수님 연구실 위치 좀 알려줘,공학관 B동 311호,0.532081799
528,핵심교양 과목 뭐니?,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법",0.539079676
529,16학번 졸업기준을 알려주오,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점",0.448021035
530,스마트융합기초에 대해 알려줘요,"전공필수
스마트 융합제품을 구성하는 컴포넌트인 MCU(아두이노, M-Bed 등), 센서, 모터 등에 대해 기본적인 이론을 학습하고, Open Source를 이용하여 하나의 제품(3D 프린터, 휴머노이드 로봇)으로 제작하는 과정을 경험하여 메카트로닉스 기반 제품 설계 및 제작의 기초 지식 및 능력을 갖추도록 한다.",0.577392187
531,PC제어응용은 뭐 가르치나요?,"전공선택
아날로그 신호 및 디지털신호를 처리하기 위한 DAQ카드의 구조 및 사용법을 이해하여 Windows 기반의 컴퓨터에서 신호입출력 및 RS232, 블루투스 기술과 접목하여 PC를 활용한 제어기술을 구현할 수 있도록 한다.",0.089858916
532,강대진 교수님 번호 좀,031)8041-0453,0.310462898
533,신호및시스템은 뭐 배우디지털회로실험는이지 알려줘,"전공선택
실생활이나 공학 분야의 신호와 시스템의 특성에 대해서 학습한다. 연속(Continuous-time) 및 이산(Discrete-time) 신호와 다양한 수학적 도구(푸리에 표현, 라플라스 변환, Z변환)를 이용하여 신호 및 시스템을 해석하고 분석하는 방법을 학습한다.",0.624845205
534,남대훈 교수님 연락처,031)8041-0457,0.582370421
535,전자회로실험에 대해 알려주시오,"전공필수
전자회로에서 학습한 전자소자와 회로에 대한 실습을 통해 동작 원리와 특성을 이해한다. 회로 분석과 설계 능력을 배양하기 위해 계측기와 분석 S/W 사용법을 학습한다.",0.379712362
536,메카트로닉스공학과 학생회장 좀 알려줄래?,임현종,0.607411755
537,남윤석 교수님 번호 내놔,031)8041-0456,0.829495552
538,B동 학과 사무실 어디야,공학관 B동 307호,0.201057934
539,메카 학과장님이 누구게?,정명진 교수님,0.940207972
540,주형길 교수님 연락처 좀요,031)8041-0459,0.108453361
541,메카트로닉스입문은 뭘 배우지?,"전공필수
메카트로닉스공학 입문자에게 공학에 대한 이해와 전공이수에 필요한 기초이론을 가르쳐 전공에 대한 이해도를 높인다.",0.806483599
